entry_time,exit_time,direction,contracts,entry_price,exit_price,pnl,exit_reason,duration_minutes
2026-01-02 03:05:00+00:00,2026-01-02 03:40:00+00:00,LONG,1,6919.0,6922.75,15.01,target,35.0
2026-01-02 04:00:00+00:00,2026-01-02 05:00:00+00:00,LONG,1,6922.75,6920.75,-13.74,stop,60.0
2026-01-02 05:40:00+00:00,2026-01-02 06:00:00+00:00,LONG,1,6922.5,6925.5,11.26,target,20.0
2026-01-02 06:20:00+00:00,2026-01-02 06:45:00+00:00,LONG,1,6925.25,6923.75,-11.24,stop,25.0
2026-01-02 07:20:00+00:00,2026-01-02 08:05:00+00:00,LONG,1,6922.0,6925.0,11.26,target,45.0
2026-01-02 08:50:00+00:00,2026-01-02 09:10:00+00:00,LONG,1,6931.25,6937.25,26.259999999999998,target,20.0
2026-01-02 09:15:00+00:00,2026-01-02 10:30:00+00:00,LONG,1,6935.5,6931.25,-24.990000000000002,stop,75.0
2026-01-02 15:30:00+00:00,2026-01-02 16:05:00+00:00,SHORT,1,6904.75,6876.25,138.76,target,35.0
2026-01-02 16:10:00+00:00,2026-01-02 19:35:00+00:00,SHORT,1,6887.5,6907.25,-102.49,stop,205.0
2026-01-02 19:40:00+00:00,2026-01-05 06:55:00+00:00,SHORT,1,6904.5,6915.5,-58.74,stop,3555.0
2026-01-05 12:20:00+00:00,2026-01-05 12:40:00+00:00,LONG,1,6922.5,6918.75,-22.490000000000002,stop,20.0
2026-01-05 17:25:00+00:00,2026-01-05 18:15:00+00:00,LONG,1,6952.25,6946.5,-32.49,stop,50.0
2026-01-06 04:00:00+00:00,2026-01-06 04:30:00+00:00,LONG,1,6952.0,6954.75,10.01,target,30.0
2026-01-06 05:25:00+00:00,2026-01-06 06:30:00+00:00,LONG,1,6953.75,6956.5,10.01,target,65.0
2026-01-06 07:00:00+00:00,2026-01-06 07:15:00+00:00,LONG,1,6955.25,6953.25,-13.74,stop,15.0
2026-01-06 07:35:00+00:00,2026-01-06 08:00:00+00:00,LONG,1,6953.5,6951.25,-14.99,stop,25.0
2026-01-06 08:05:00+00:00,2026-01-06 08:10:00+00:00,LONG,1,6946.5,6943.75,-17.490000000000002,stop,5.0
2026-01-06 09:55:00+00:00,2026-01-06 12:40:00+00:00,LONG,1,6939.25,6946.5,32.51,target,165.0
